cas_rn,analyte_name,synonym,synonym_normalized
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,SY011070,sy011070
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,Bromocresol purple solution TS conforme USP,bromocresol purple solution ts conforme usp
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,B0115,b0115
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,B0116,b0116
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,B0129,b0129
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,B0580,b0580
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,CS-0128759,cs-0128759
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,NS00019934,ns00019934
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,ST50308025,st50308025
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,D88669,d88669
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,Q425039,q425039
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,I14-17903,i14-17903
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"3,3-bis(3-bromo-4-hydroxy-5-methylphenyl)-3H-2,1-benzoxathiole-1,1-dione","3,3-bis(3-bromo-4-hydroxy-5-methylphenyl)-3h-2,1-benzoxathiole-1,1-dione"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"Bromocresol Purple, BioReagent, suitable for indicator, Dye content 90 %","bromocresol purple, bioreagent, suitable for indicator, dye content 90 %"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"Bromocresol Purple, for microscopy (Hist., Vit.), indicator (pH 5.2-6.8)","bromocresol purple, for microscopy (hist., vit.), indicator (ph 5.2-6.8)"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"3,3-bis(3-bromo-4-hydroxy-5-methylphenyl)-2,1lambda(6)-benzoxathiole-1,1(3H)-dione","3,3-bis(3-bromo-4-hydroxy-5-methylphenyl)-2,1lambda(6)-benzoxathiole-1,1(3h)-dione"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"3,3-bis(3-bromo-4-hydroxy-5-methylphenyl)-3H-2,1lambda-benzoxathiole-1,1-dione","3,3-bis(3-bromo-4-hydroxy-5-methylphenyl)-3h-2,1lambda-benzoxathiole-1,1-dione"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"4,4'-(1,1-DIOXIDO-3H-2,1-BENZOXATHIOL-3-YLIDENE)BIS(2-BROMO-6-METHYLPHENOL)","4,4'-(1,1-dioxido-3h-2,1-benzoxathiol-3-ylidene)bis(2-bromo-6-methylphenol)"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"4,4'-(1,1-dioxido-3H-2,1-benzoxathiole-3,3-diyl)bis(2-bromo-6-methylphenol)","4,4'-(1,1-dioxido-3h-2,1-benzoxathiole-3,3-diyl)bis(2-bromo-6-methylphenol)"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"Phenol, 4,4'-(3H-2,1-benzoxathiol-3-ylidene)bis(2-bromo-6-methyl-, S,S-dioxide","phenol, 4,4'-(3h-2,1-benzoxathiol-3-ylidene)bis(2-bromo-6-methyl-, s,s-dioxide"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,".ALPHA.-(5-BROMO-4-HYDROXY-M-TOLYL)-.ALPHA.-(3-BROMO-5-METHYL-4-OXO-2,5-CYCLOHEXADIEN-1-YLIDENE)-O-TOLUENESULFONIC ACID",".alpha.-(5-bromo-4-hydroxy-m-tolyl)-.alpha.-(3-bromo-5-methyl-4-oxo-2,5-cyclohexadien-1-ylidene)-o-toluenesulfonic acid"
115-40-2,3-chloro-7-hydroxy-4-methyl-2H-chromen-2-one/ol,"2-bromo-4-[3-(3-bromo-4-hydroxy-5-methyl-phenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-6-methyl-phenol","2-bromo-4-[3-(3-bromo-4-hydroxy-5-methyl-phenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]-6-methyl-phenol"
134-62-3,DEET,Diethyltoluamide,diethyltoluamide
134-62-3,DEET,DEET,deet
134-62-3,DEET,134-62-3,134-62-3
134-62-3,DEET,"N,N-Diethyl-3-methylbenzamide","n,n-diethyl-3-methylbenzamide"
134-62-3,DEET,"N,N-Diethyl-m-toluamide","n,n-diethyl-m-toluamide"
134-62-3,DEET,"Benzamide, N,N-diethyl-3-methyl-","benzamide, n,n-diethyl-3-methyl-"
134-62-3,DEET,Diethyl toluamide,diethyl toluamide
134-62-3,DEET,Metadelphene,metadelphene
134-62-3,DEET,Dieltamid,dieltamid
134-62-3,DEET,Flypel,flypel
134-62-3,DEET,"3-Methyl-N,N-diethylbenzamide","3-methyl-n,n-diethylbenzamide"
134-62-3,DEET,Delphene,delphene
134-62-3,DEET,Detamide,detamide
134-62-3,DEET,Autan,autan
134-62-3,DEET,m-Delphene,m-delphene
134-62-3,DEET,Repudin-Special,repudin-special
134-62-3,DEET,Repel,repel
134-62-3,DEET,M-Det,m-det
134-62-3,DEET,Naugatuck DET,naugatuck det
134-62-3,DEET,m-DETA,m-deta
134-62-3,DEET,Repper-DET,repper-det
134-62-3,DEET,m-Toluic acid diethylamide,m-toluic acid diethylamide
134-62-3,DEET,Dietiltoluamida,dietiltoluamida
134-62-3,DEET,Diethyl-m-toluamide,diethyl-m-toluamide
134-62-3,DEET,Diethyltoluamidum,diethyltoluamidum
134-62-3,DEET,Repper DET,repper det
134-62-3,DEET,Amincene C-EM,amincene c-em
134-62-3,DEET,"N,N-Diethyl-meta-toluamide","n,n-diethyl-meta-toluamide"
134-62-3,DEET,Mgk diethyltoluamide,mgk diethyltoluamide
134-62-3,DEET,Amincene C 140,amincene c 140
134-62-3,DEET,"m-Toluamide, N,N-diethyl-","m-toluamide, n,n-diethyl-"
134-62-3,DEET,Bepper DET,bepper det
134-62-3,DEET,DET (insect repellant),det (insect repellant)
134-62-3,DEET,ENT 22542,ent 22542
134-62-3,DEET,NSC 33840,nsc 33840
134-62-3,DEET,Caswell No. 346,caswell no. 346
134-62-3,DEET,Oristar deet,oristar deet
134-62-3,DEET,"ENT 20,218","ent 20,218"
134-62-3,DEET,FB0C1XZV4Y,fb0c1xzv4y
134-62-3,DEET,AI 3-22542,ai 3-22542
134-62-3,DEET,NSC-33840,nsc-33840
134-62-3,DEET,CHEBI:7071,chebi:7071
134-62-3,DEET,"N,n-diethyl 3-methyl benzamide","n,n-diethyl 3-methyl benzamide"
134-62-3,DEET,"Deet n,n-diethyl-meta-toluamide","deet n,n-diethyl-meta-toluamide"
134-62-3,DEET,ENT-20218,ent-20218
134-62-3,DEET,ENT-22542,ent-22542
134-62-3,DEET,"N,N Diethyltoluamide","n,n diethyltoluamide"
134-62-3,DEET,RefChem:5751,refchem:5751
134-62-3,DEET,MOSQUITO BUG OFF,mosquito bug off
134-62-3,DEET,"N,N Diethyl m toluamide","n,n diethyl m toluamide"
134-62-3,DEET,DEET-DI ETHYL TOLUAMIDE,deet-di ethyl toluamide
134-62-3,DEET,"N,N Diethyl 3 methylbenzamide","n,n diethyl 3 methylbenzamide"
134-62-3,DEET,P03BX01,p03bx01
134-62-3,DEET,DTXSID001014729,dtxsid001014729
134-62-3,DEET,INSECT REPELLENT INSECT BLOCK,insect repellent insect block
134-62-3,DEET,R209,r209
134-62-3,DEET,R 209,r 209
134-62-3,DEET,205-149-7,205-149-7
134-62-3,DEET,"N,N-Diethyltoluamide","n,n-diethyltoluamide"
134-62-3,DEET,Muscol,muscol
134-62-3,DEET,"N,N-diethyl-3-methyl-benzamide","n,n-diethyl-3-methyl-benzamide"
134-62-3,DEET,DETA-20,deta-20
134-62-3,DEET,MFCD00009046,mfcd00009046
134-62-3,DEET,Off,off
134-62-3,DEET,"DEET;N,N-Diethyl-m-toluamide","deet;n,n-diethyl-m-toluamide"
134-62-3,DEET,DTXSID2021995,dtxsid2021995
134-62-3,DEET,DEET 10 microg/mL in Methanol,deet 10 microg/ml in methanol
134-62-3,DEET,DEET 100 microg/mL in Methanol,deet 100 microg/ml in methanol
134-62-3,DEET,NCGC00091219-02,ncgc00091219-02
134-62-3,DEET,A.I. 3-22542,a.i. 3-22542
134-62-3,DEET,DTXCID601995,dtxcid601995
134-62-3,DEET,CAS-134-62-3,cas-134-62-3
134-62-3,DEET,SMR000777931,smr000777931
134-62-3,DEET,Diethyltoluamidum [INN-Latin],diethyltoluamidum [inn-latin]
134-62-3,DEET,Dietiltoluamida [INN-Spanish],dietiltoluamida [inn-spanish]
134-62-3,DEET,CCRIS 6018,ccris 6018
134-62-3,DEET,"N,N-Diethyl-m-toluamide, analytical standard","n,n-diethyl-m-toluamide, analytical standard"
134-62-3,DEET,HSDB 1582,hsdb 1582
134-62-3,DEET,EINECS 205-149-7,einecs 205-149-7
134-62-3,DEET,UNII-FB0C1XZV4Y,unii-fb0c1xzv4y
134-62-3,DEET,EPA Pesticide Chemical Code 080301,epa pesticide chemical code 080301
134-62-3,DEET,BRN 2046711,brn 2046711
134-62-3,DEET,Diethyltoluamide [USP:INN:BAN],diethyltoluamide [usp:inn:ban]
134-62-3,DEET,DE3,de3
134-62-3,DEET,Off!,off!
134-62-3,DEET,Spectrum_001989,spectrum_001989
134-62-3,DEET,3n7h,3n7h
134-62-3,DEET,"(N,N-diethyltoluamide)","(n,n-diethyltoluamide)"
134-62-3,DEET,"m-Toluamide,N-diethyl-","m-toluamide,n-diethyl-"
134-62-3,DEET,"n,n-diethyl m-toluamide","n,n-diethyl m-toluamide"
134-62-3,DEET,n-diethyl-meta-toluamide,n-diethyl-meta-toluamide
134-62-3,DEET,DEET-(diethyl-d10),deet-(diethyl-d10)
134-62-3,DEET,Spectrum2_001072,spectrum2_001072
134-62-3,DEET,Spectrum4_000439,spectrum4_000439
134-62-3,DEET,Spectrum5_002076,spectrum5_002076
134-62-3,DEET,"N,N-Diethyl-meta-toluamide and other isomers","n,n-diethyl-meta-toluamide and other isomers"
134-62-3,DEET,"DEET, analytical standard","deet, analytical standard"
134-62-3,DEET,DEET [MI],deet [mi]
134-62-3,DEET,Diethyltoluamide (USP/INN),diethyltoluamide (usp/inn)
134-62-3,DEET,SCHEMBL29976,schembl29976
134-62-3,DEET,KBioGR_000798,kbiogr_000798
134-62-3,DEET,KBioSS_002555,kbioss_002555
134-62-3,DEET,MLS001333179,mls001333179
134-62-3,DEET,MLS001333180,mls001333180
134-62-3,DEET,MLS002207091,mls002207091
134-62-3,DEET,MLS002415750,mls002415750
134-62-3,DEET,DIETHYLTOLUAMIDE [INN],diethyltoluamide [inn]
134-62-3,DEET,DivK1c_000157,divk1c_000157
134-62-3,DEET,SPECTRUM1601020,spectrum1601020
134-62-3,DEET,SPBio_001084,spbio_001084
134-62-3,DEET,"Benzamide,N-diethyl-3-methyl-","benzamide,n-diethyl-3-methyl-"
134-62-3,DEET,DIETHYLTOLUAMIDE [HSDB],diethyltoluamide [hsdb]
134-62-3,DEET,orb1310340,orb1310340
134-62-3,DEET,SCHEMBL1531067,schembl1531067
134-62-3,DEET,SCHEMBL8541272,schembl8541272
134-62-3,DEET,CHEMBL1453317,chembl1453317
134-62-3,DEET,DIETHYLTOLUAMIDE [MART.],diethyltoluamide [mart.]
134-62-3,DEET,SCHEMBL29374310,schembl29374310
134-62-3,DEET,HMS500H19,hms500h19
134-62-3,DEET,KBio1_000157,kbio1_000157
134-62-3,DEET,KBio2_002546,kbio2_002546
134-62-3,DEET,KBio2_005114,kbio2_005114
134-62-3,DEET,KBio2_007682,kbio2_007682
134-62-3,DEET,DIETHYLTOLUAMIDE [USP-RS],diethyltoluamide [usp-rs]
134-62-3,DEET,DIETHYLTOLUAMIDE [WHO-DD],diethyltoluamide [who-dd]
134-62-3,DEET,DIETHYLTOLUAMIDE [WHO-IP],diethyltoluamide [who-ip]
134-62-3,DEET,NINDS_000157,ninds_000157
134-62-3,DEET,WLN: 2N2 & VR C1,wln: 2n2 & vr c1
134-62-3,DEET,HMS2094E11,hms2094e11
134-62-3,DEET,HMS2231H11,hms2231h11
134-62-3,DEET,HMS3372F07,hms3372f07
134-62-3,DEET,HMS5083J05,hms5083j05
134-62-3,DEET,Pharmakon1600-01601020,pharmakon1600-01601020
134-62-3,DEET,HY-B0978,hy-b0978
134-62-3,DEET,MSK20422,msk20422
134-62-3,DEET,NSC33840,nsc33840
134-62-3,DEET,Tox21_111103,tox21_111103
134-62-3,DEET,Tox21_201980,tox21_201980
134-62-3,DEET,Tox21_300917,tox21_300917
134-62-3,DEET,NSC759564,nsc759564
134-62-3,DEET,s4521,s4521
134-62-3,DEET,AKOS003852835,akos003852835
134-62-3,DEET,"N,N-Diethyl-3-methylbenzamide, 97%","n,n-diethyl-3-methylbenzamide, 97%"
134-62-3,DEET,"N,N-Diethyl-3-methylbenzamide, DEET","n,n-diethyl-3-methylbenzamide, deet"
134-62-3,DEET,Tox21_111103_1,tox21_111103_1
134-62-3,DEET,CCG-213639,ccg-213639
134-62-3,DEET,CS-4468,cs-4468
134-62-3,DEET,DB11282,db11282
134-62-3,DEET,FD36510,fd36510
134-62-3,DEET,"N,N-diethyl(3-methylphenyl)carboxamide","n,n-diethyl(3-methylphenyl)carboxamide"
134-62-3,DEET,NSC-759564,nsc-759564
134-62-3,DEET,DIETHYLTOLUAMIDE [USP MONOGRAPH],diethyltoluamide [usp monograph]
134-62-3,DEET,DIETHYLTOLUAMIDUM [WHO-IP LATIN],diethyltoluamidum [who-ip latin]
134-62-3,DEET,IDI1_000157,idi1_000157
134-62-3,DEET,NCGC00091219-01,ncgc00091219-01
134-62-3,DEET,NCGC00091219-03,ncgc00091219-03
134-62-3,DEET,NCGC00091219-04,ncgc00091219-04
134-62-3,DEET,NCGC00091219-05,ncgc00091219-05
134-62-3,DEET,NCGC00091219-06,ncgc00091219-06
134-62-3,DEET,NCGC00091219-08,ncgc00091219-08
134-62-3,DEET,NCGC00254820-01,ncgc00254820-01
134-62-3,DEET,NCGC00259529-01,ncgc00259529-01
134-62-3,DEET,AC-11315,ac-11315
134-62-3,DEET,"DEET, PESTANAL(R), analytical standard","deet, pestanal(r), analytical standard"
134-62-3,DEET,DS-13831,ds-13831
134-62-3,DEET,SY048762,sy048762
134-62-3,DEET,SBI-0051886.P002,sbi-0051886.p002
134-62-3,DEET,DB-042245,db-042245
134-62-3,DEET,D0097,d0097
134-62-3,DEET,NS00000221,ns00000221
134-62-3,DEET,ST50406384,st50406384
134-62-3,DEET,EN300-15589,en300-15589
134-62-3,DEET,D02379,d02379
134-62-3,DEET,AB00052406_06,ab00052406_06
134-62-3,DEET,"DEET N,N-DIETHYL-META-TOLUAMIDE [VANDF]","deet n,n-diethyl-meta-toluamide [vandf]"
134-62-3,DEET,Q408389,q408389
134-62-3,DEET,SR-05000001887,sr-05000001887
134-62-3,DEET,SR-05000001887-1,sr-05000001887-1
134-62-3,DEET,BRD-K94080537-001-05-5,brd-k94080537-001-05-5
134-62-3,DEET,BRD-K94080537-001-09-7,brd-k94080537-001-09-7
134-62-3,DEET,Z31723661,z31723661
134-62-3,DEET,"Diethyltoluamide, United States Pharmacopeia (USP) Reference Standard","diethyltoluamide, united states pharmacopeia (usp) reference standard"
97780-06-8,Ethametsulfuron methyl,Ethametsulfuron-methyl,ethametsulfuron-methyl
97780-06-8,Ethametsulfuron methyl,97780-06-8,97780-06-8
97780-06-8,Ethametsulfuron methyl,Ethametsulfuron methyl,ethametsulfuron methyl
97780-06-8,Ethametsulfuron methyl,Muster,muster
97780-06-8,Ethametsulfuron methyl,DPX-A 7881,dpx-a 7881
97780-06-8,Ethametsulfuron methyl,C54ZP2XRYX,c54zp2xryx
97780-06-8,Ethametsulfuron methyl,Ethametsulfuron methyl ester,ethametsulfuron methyl ester
97780-06-8,Ethametsulfuron methyl,"Methyl 2-(((((4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl)amino)carbonyl)amino)sulfonyl)benzoate","methyl 2-(((((4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl)amino)carbonyl)amino)sulfonyl)benzoate"
97780-06-8,Ethametsulfuron methyl,DTXSID9034573,dtxsid9034573
97780-06-8,Ethametsulfuron methyl,CHEBI:145553,chebi:145553
97780-06-8,Ethametsulfuron methyl,"Benzoic acid, 2-(((((4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl)amino)carbonyl)amino)sulfonyl)-, methyl ester","benzoic acid, 2-(((((4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl)amino)carbonyl)amino)sulfonyl)-, methyl ester"
97780-06-8,Ethametsulfuron methyl,"methyl 2-[[[[[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]amino]carbonyl]amino]sulfonyl]benzoate","methyl 2-[[[[[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]amino]carbonyl]amino]sulfonyl]benzoate"
97780-06-8,Ethametsulfuron methyl,RefChem:138013,refchem:138013
97780-06-8,Ethametsulfuron methyl,DTXCID7014573,dtxcid7014573
97780-06-8,Ethametsulfuron methyl,"methyl 2-((((6-ethoxy-4-(methylimino)-1,4-dihydro-1,3,5-triazin-2-yl)-C-hydroxycarbonimidoyl)amino)sulfonyl)benzoate","methyl 2-((((6-ethoxy-4-(methylimino)-1,4-dihydro-1,3,5-triazin-2-yl)-c-hydroxycarbonimidoyl)amino)sulfonyl)benzoate"
97780-06-8,Ethametsulfuron methyl,"methyl 2-[[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]carbamoylsulfamoyl]benzoate","methyl 2-[[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]carbamoylsulfamoyl]benzoate"
97780-06-8,Ethametsulfuron methyl,Ethametsulfuron-methyl [ISO],ethametsulfuron-methyl [iso]
97780-06-8,Ethametsulfuron methyl,CHEMBL1885280,chembl1885280
97780-06-8,Ethametsulfuron methyl,MFCD00486583,mfcd00486583
97780-06-8,Ethametsulfuron methyl,UNII-C54ZP2XRYX,unii-c54zp2xryx
97780-06-8,Ethametsulfuron methyl,Salsa,salsa
97780-06-8,Ethametsulfuron methyl,DPX-A7881,dpx-a7881
97780-06-8,Ethametsulfuron methyl,RXF,rxf
97780-06-8,Ethametsulfuron methyl,"Methyl 2-((4-ethoxy-6-methylamino-1,3,5-triazin-2-yl)carbamoylsulfamoyl)benzoate (IUPAC)","methyl 2-((4-ethoxy-6-methylamino-1,3,5-triazin-2-yl)carbamoylsulfamoyl)benzoate (iupac)"
97780-06-8,Ethametsulfuron methyl,SCHEMBL55796,schembl55796
97780-06-8,Ethametsulfuron methyl,SCHEMBL29512476,schembl29512476
97780-06-8,Ethametsulfuron methyl,SCHEMBL30116866,schembl30116866
97780-06-8,Ethametsulfuron methyl,Ethametsulfuron methyl sodium salt,ethametsulfuron methyl sodium salt
97780-06-8,Ethametsulfuron methyl,MSK22259,msk22259
97780-06-8,Ethametsulfuron methyl,BDBM50424587,bdbm50424587
97780-06-8,Ethametsulfuron methyl,AKOS015900060,akos015900060
97780-06-8,Ethametsulfuron methyl,NCGC00168305-01,ncgc00168305-01
97780-06-8,Ethametsulfuron methyl,AC-18018,ac-18018
97780-06-8,Ethametsulfuron methyl,AS-16176,as-16176
97780-06-8,Ethametsulfuron methyl,FE151310,fe151310
97780-06-8,Ethametsulfuron methyl,DB-057684,db-057684
97780-06-8,Ethametsulfuron methyl,NS00005321,ns00005321
97780-06-8,Ethametsulfuron methyl,780E068,780e068
97780-06-8,Ethametsulfuron methyl,A845751,a845751
97780-06-8,Ethametsulfuron methyl,Q27275205,q27275205
97780-06-8,Ethametsulfuron methyl,"Ethametsulfuron-methyl, PESTANAL(R), analytical standard","ethametsulfuron-methyl, pestanal(r), analytical standard"
97780-06-8,Ethametsulfuron methyl,"methyl 2-({[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]carbamoyl}sulfamoyl)benzoate","methyl 2-({[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]carbamoyl}sulfamoyl)benzoate"
97780-06-8,Ethametsulfuron methyl,"methyl 2-[({[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]carbamoyl}amino)sulfonyl]benzoate","methyl 2-[({[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]carbamoyl}amino)sulfonyl]benzoate"
97780-06-8,Ethametsulfuron methyl,"methyl 2-[(4-ethoxy-6-methylamino-1,3,5-triazin-2-yl)carbamoylsulfamoyl]benzoate","methyl 2-[(4-ethoxy-6-methylamino-1,3,5-triazin-2-yl)carbamoylsulfamoyl]benzoate"
97780-06-8,Ethametsulfuron methyl,"Methyl 2-[[(4-ethoxy-6-methylamino-1,3,5-triazin-2-yl)aminocarbonyl]aminosulfonyl]benzoate","methyl 2-[[(4-ethoxy-6-methylamino-1,3,5-triazin-2-yl)aminocarbonyl]aminosulfonyl]benzoate"
97780-06-8,Ethametsulfuron methyl,"2- [[[[[4- Ethoxy- 6- (methylamino) - 1, 3, 5- triazin- 2- yl] amino] carbonyl] amino] sulfonyl] - benzoic acid methyl ester sodium salt","2- [[[[[4- ethoxy- 6- (methylamino) - 1, 3, 5- triazin- 2- yl] amino] carbonyl] amino] sulfonyl] - benzoic acid methyl ester sodium salt"
97780-06-8,Ethametsulfuron methyl,"2-[[[[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]amino]-oxomethyl]sulfamoyl]benzoic acid methyl ester","2-[[[[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]amino]-oxomethyl]sulfamoyl]benzoic acid methyl ester"
97780-06-8,Ethametsulfuron methyl,"Benzoic acid,2-[[[[[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]amino]carbonyl]amino]sulfonyl]-, methyl ester","benzoic acid,2-[[[[[4-ethoxy-6-(methylamino)-1,3,5-triazin-2-yl]amino]carbonyl]amino]sulfonyl]-, methyl ester"
173159-57-4,Foramsulfuron,Foramsulfuron,foramsulfuron
173159-57-4,Foramsulfuron,173159-57-4,173159-57-4
173159-57-4,Foramsulfuron,Option 35WDG,option 35wdg
173159-57-4,Foramsulfuron,Option Corn Herbicide,option corn herbicide
173159-57-4,Foramsulfuron,Foramsulfuron [ISO:BSI],foramsulfuron [iso:bsi]
173159-57-4,Foramsulfuron,UNII-4XJD212JQB,unii-4xjd212jqb
173159-57-4,Foramsulfuron,4XJD212JQB,4xjd212jqb
173159-57-4,Foramsulfuron,CHEBI:83502,chebi:83502
173159-57-4,Foramsulfuron,HSDB 7894,hsdb 7894
173159-57-4,Foramsulfuron,"Benzamide, 2-[[[[(4,6-dimethoxy-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]-4-(formylamino)-N,N-dimethyl-","benzamide, 2-[[[[(4,6-dimethoxy-2-pyrimidinyl)amino]carbonyl]amino]sulfonyl]-4-(formylamino)-n,n-dimethyl-"
173159-57-4,Foramsulfuron,FORAMSULFURON [MI],foramsulfuron [mi]
173159-57-4,Foramsulfuron,FORAMSULFURON [ISO],foramsulfuron [iso]
173159-57-4,Foramsulfuron,DTXSID7034753,dtxsid7034753
173159-57-4,Foramsulfuron,"1-(4,6-dimethoxypyrimidin-2-yl)-3-[2-(dimethylcarbamoyl)-5-formamidophenylsulfonyl]urea","1-(4,6-dimethoxypyrimidin-2-yl)-3-[2-(dimethylcarbamoyl)-5-formamidophenylsulfonyl]urea"
173159-57-4,Foramsulfuron,"2-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-4-(formylamino)-N,N-dimethylbenzamide","2-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-4-(formylamino)-n,n-dimethylbenzamide"
173159-57-4,Foramsulfuron,"N,N-DIMETHYL-2-3-(4,6-DIMETHOXYPYRIMIDIN-2-YL)UREIDOSULFONYL-4-FORMYLAMINOBENZAMIDE","n,n-dimethyl-2-3-(4,6-dimethoxypyrimidin-2-yl)ureidosulfonyl-4-formylaminobenzamide"
173159-57-4,Foramsulfuron,"Benzamide, 2-(((((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)-4-(formylamino)-N,N-dimethyl-","benzamide, 2-(((((4,6-dimethoxy-2-pyrimidinyl)amino)carbonyl)amino)sulfonyl)-4-(formylamino)-n,n-dimethyl-"
173159-57-4,Foramsulfuron,"1-(4,6-dimethoxypyrimidin-2-yl)-3-(2-(dimethylcarbamoyl)-5-formamidophenylsulfonyl)urea","1-(4,6-dimethoxypyrimidin-2-yl)-3-(2-(dimethylcarbamoyl)-5-formamidophenylsulfonyl)urea"
173159-57-4,Foramsulfuron,"2-(((4,6-dimethoxypyrimidin-2-yl)carbamoyl)sulfamoyl)-4-(formylamino)-N,N-dimethylbenzamide","2-(((4,6-dimethoxypyrimidin-2-yl)carbamoyl)sulfamoyl)-4-(formylamino)-n,n-dimethylbenzamide"
173159-57-4,Foramsulfuron,RefChem:141174,refchem:141174
173159-57-4,Foramsulfuron,DTXCID5014753,dtxcid5014753
173159-57-4,Foramsulfuron,AE F130360,ae f130360
173159-57-4,Foramsulfuron,USEPA/OPP Pesticide Code: 122020,usepa/opp pesticide code: 122020
173159-57-4,Foramsulfuron,"N,N-Dimethyl-2-?3-(4,6-dimethoxypyrimidin-2-yl)ureidosulfonylU-4-formylaminobenzamide","n,n-dimethyl-2-?3-(4,6-dimethoxypyrimidin-2-yl)ureidosulfonylu-4-formylaminobenzamide"
173159-57-4,Foramsulfuron,605-666-1,605-666-1
173159-57-4,Foramsulfuron,"2-(N-((4,6-Dimethoxypyrimidin-2-yl)carbamoyl)sulfamoyl)-4-formamido-N,N-dimethylbenzamide","2-(n-((4,6-dimethoxypyrimidin-2-yl)carbamoyl)sulfamoyl)-4-formamido-n,n-dimethylbenzamide"
173159-57-4,Foramsulfuron,"2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-formamido-N,N-dimethylbenzamide","2-[(4,6-dimethoxypyrimidin-2-yl)carbamoylsulfamoyl]-4-formamido-n,n-dimethylbenzamide"
173159-57-4,Foramsulfuron,CHEMBL1243071,chembl1243071
173159-57-4,Foramsulfuron,"2-({[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]amino}sulfonyl)-4-formamido-N,N-dimethylbenzamide","2-({[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]amino}sulfonyl)-4-formamido-n,n-dimethylbenzamide"
173159-57-4,Foramsulfuron,"2-[3-(4,6-Dimethoxy-2-pyrimidinyl)ureidosulfonyl]-4-(formamido)-N,N-dimethylbenzamide","2-[3-(4,6-dimethoxy-2-pyrimidinyl)ureidosulfonyl]-4-(formamido)-n,n-dimethylbenzamide"
173159-57-4,Foramsulfuron,Formasulfuron,formasulfuron
173159-57-4,Foramsulfuron,C17H20N6O7S,c17h20n6o7s
173159-57-4,Foramsulfuron,SCHEMBL116874,schembl116874
173159-57-4,Foramsulfuron,orb1944113,orb1944113
173159-57-4,Foramsulfuron,SCHEMBL29419146,schembl29419146
173159-57-4,Foramsulfuron,MSK22291,msk22291
173159-57-4,Foramsulfuron,BDBM50326179,bdbm50326179
173159-57-4,Foramsulfuron,MFCD16661250,mfcd16661250
173159-57-4,Foramsulfuron,HY-W422402,hy-w422402
